year,month,fossil_pct,oil_pct,renewables_kWh,temperature,electricity_consumption_GWh,date,month_sin,month_cos,quarter_sin,quarter_cos,year_normalized,month_normalized,quarter,is_first_half,is_summer,is_winter,consumption_lag_1,consumption_lag_3,consumption_lag_6,consumption_lag_12,consumption_ma_3,consumption_ema_3,consumption_ma_6,consumption_ema_6,consumption_ma_12,consumption_ema_12,consumption_trend_3m,consumption_mom,temp_consumption_interaction,fossil_renewables_ratio,energy_mix_complexity,temp_anomaly,temp_rolling_avg,consumption_velocity,consumption_acceleration,renewables_normalized,energy_diversification,sustainability_score
2000,1,92.63768346524924,25.402134272993823,64000869.96240514,18.02,1261.78,2000-01-01,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.0,0.0,1,1,0,1,1261.78,1261.78,1261.78,1261.78,1261.78,1261.78,1261.78,1261.78,1261.78,1261.78,0.0,0.04352345411421801,39287.91555652174,87.06542079098342,23.53194874123361,-0.413333333333334,18.02,136.2873913043478,90.04478260869564,0.06400086996240514,0.2353194874123361,0.06901279778719902
2000,2,93.97297257915156,26.50629038791351,63749776.0963083,19.52,1309.42,2000-02-01,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0,0.09090909090909091,1,1,0,1,1261.78,1261.78,1261.78,1261.78,1285.6,1285.6,1285.6,1275.3914285714286,1285.6,1269.1092307692306,0.0,0.042948478640582544,24629.9456,88.34123841041688,24.908748997984247,-0.413333333333334,18.77,47.6400000000001,-71.61652173913039,0.0637497760963083,0.24908748997984248,0.06776630348602009
2000,3,94.6669554663232,25.51482345367797,64829441.32609715,20.62,1287.12,2000-03-01,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.0,0.18181818181818182,1,1,0,0,1309.42,1261.78,1261.78,1261.78,1286.1066666666666,1286.36,1286.1066666666666,1278.7424489795917,1286.1066666666666,1271.8801183431951,0.0,0.04448863568774833,27000.240400000002,88.90339785161147,24.15410655620431,-0.411249999999999,19.386666666666667,-22.300000000000182,-69.94000000000028,0.06482944132609715,0.2415410655620431,0.06840933214229429
2000,4,93.08235427280054,26.139658095585894,66504243.67523157,21.02,1286.54,2000-04-01,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.0,0.2727272727272727,2,1,0,0,1287.12,1261.78,1261.78,1261.78,1294.36,1286.4499999999998,1286.215,1280.9703206997083,1286.215,1274.1354847519344,8.144999999999982,0.043905250249028034,27055.262399999996,87.277997087038,24.331409154232052,-0.413333333333334,20.386666666666667,-0.5799999999999272,21.720000000000255,0.06650424367523157,0.2433140915423205,0.07136999724275461
2000,5,94.00518622808907,25.369132953625503,65568141.24393279,20.62,1292.41,2000-05-01,0.49999999999999994,-0.8660254037844387,1.0,3.061616997868383e-16,0.0,0.36363636363636365,2,1,0,0,1286.54,1309.42,1261.78,1261.78,1288.69,1289.4299999999998,1287.4540000000002,1284.2388004997915,1287.4540000000002,1276.9469486362523,1.2359999999998763,0.04344129589033372,26528.4548,88.22071774626109,23.84830067750717,-0.411249999999999,20.753333333333334,5.870000000000118,6.4500000000000455,0.06556814124393279,0.23848300677507167,0.06967537483535803
2000,6,93.53783749657303,26.660497155107446,64948956.882879294,19.52,1276.51,2000-06-01,1.2246467991473532e-16,-1.0,3.6739403974420594e-16,-1.0,0.0,0.45454545454545453,2,1,1,0,1292.41,1287.12,1261.78,1261.78,1285.1533333333334,1282.9699999999998,1285.6299999999999,1282.0305717855654,1285.6299999999999,1276.8797257691365,-0.4766666666664605,0.04594077495229231,25227.8432,87.83316504704564,24.937652504722877,-0.413333333333334,20.386666666666667,-15.900000000000091,-21.77000000000021,0.0649489568828793,0.2493765250472288,0.06936187188779996
2000,7,93.94687125050808,25.183046057761413,67680059.09491909,18.02,1230.25,2000-07-01,-0.4999999999999997,-0.8660254037844388,-1.0,-4.286263797015736e-16,0.0,0.5454545454545454,3,0,1,0,1276.51,1286.54,1261.78,1261.78,1266.39,1256.61,1280.375,1267.2361227039753,1277.7185714285715,1269.7059218046538,-11.328571428571422,0.04409346446426441,23002.710199999998,87.9915949073242,23.658683856841268,-0.413333333333334,19.386666666666667,-46.25999999999999,-30.3599999999999,0.06768005909491909,0.23658683856841267,0.07196417934483222
2000,8,92.36478232287776,26.987916306828087,70077808.69069463,16.52,1227.13,2000-08-01,-0.8660254037844385,-0.5000000000000004,-4.898587196589413e-16,1.0,0.0,0.6363636363636364,3,0,1,0,1230.25,1292.41,1309.42,1261.78,1244.63,1241.87,1266.66,1255.7772305028395,1271.395,1263.1557799885531,-26.764999999999873,0.043662746889375575,20323.73,86.31594971200431,24.92733015028219,-0.413333333333334,18.02,-3.119999999999891,43.1400000000001,0.07007780869069463,0.24927330150282193,0.07578864831584196
2000,9,93.08346885144203,25.285489460334187,68193562.64752103,15.42,1189.86,2000-09-01,-1.0,-1.8369701987210297e-16,1.0,5.51091059616309e-16,0.0,0.7272727272727273,3,0,0,0,1227.13,1276.51,1287.12,1261.78,1215.7466666666667,1215.8649999999998,1250.45,1236.9437360734569,1262.3355555555556,1251.8795061441604,-46.58888888888896,0.043747515341159705,18922.3446,87.14101273998916,23.536610705744835,-0.4137500000000003,16.653333333333332,-37.27000000000021,-34.15000000000032,0.06819356264752104,0.23536610705744834,0.0731820391406965
2000,10,92.53574224845627,26.08049905254396,63842207.7762637,15.02,1206.68,2000-10-01,-0.8660254037844386,0.5000000000000001,6.123233995736766e-16,-1.0,0.0,0.8181818181818182,4,0,0,0,1189.86,1230.25,1286.54,1261.78,1207.89,1211.2725,1237.14,1228.2969543381835,1256.77,1244.9257359681358,-48.87999999999988,0.04318324128585269,17871.6972,86.98258216496467,24.13378338037316,-0.4133333333333322,15.653333333333334,16.820000000000164,54.09000000000037,0.0638422077762637,0.2413378338037316,0.06891746773619403
